record_id,current_gpa,vegetables,vegetables_2,fruit,fruit_juice,green_salad,milk,breakfast,soda,diet_soda,energy_drinks,sports_drinks,fast_food,gpa_quality_flag
268,3.43,11 times or more,11 times or more,1 to 3 times,1 to 3 times,1 to 3 times,0 glasses (not at all),3 days,0 times (not at all),1 to 3 times,0 times (not at all),0 times (not at all),1 to 3 times,valid
269,3.97,11 times or more,11 times or more,11 times or more,0 times (not at all),0 times (not at all),0 glasses (not at all),7 days (everyday),1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
270,3,11 times or more,11 times or more,11 times or more,1 to 3 times,7 to 10 times,0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
271,3.5,11 times or more,11 times or more,11 times or more,0 times (not at all),7 to 10 times,0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,0 times (not at all),valid
272,3.5,11 times or more,11 times or more,11 times or more,0 times (not at all),7 to 10 times,0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
273,3.57,11 times or more,11 times or more,7 to 10 times,0 times (not at all),7 to 10 times,0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
274,3.84,11 times or more,11 times or more,11 times or more,0 times (not at all),1 to 3 times,7 to 10 glasses,7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
275,3.92,11 times or more,11 times or more,11 times or more,0 times (not at all),4 to 6 times,0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
276,2.49,11 times or more,11 times or more,4 to 6 times,1 to 3 times,1 to 3 times,1 to 3 glasses,7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
277,3.5,11 times or more,11 times or more,4 to 6 times,0 times (not at all),4 to 6 times,1 to 3 glasses,7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
278,3.86,11 times or more,11 times or more,11 times or more,0 times (not at all),4 to 6 times,0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
279,4,11 times or more,11 times or more,11 times or more,0 times (not at all),1 to 3 times,0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
280,3.45,11 times or more,11 times or more,11 times or more,1 to 3 times,4 to 6 times,0 glasses (not at all),2 days,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,1 to 3 times,valid
281,3.2,11 times or more,11 times or more,11 times or more,0 times (not at all),11 times or more,0 glasses (not at all),1 day,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
282,2.6,11 times or more,11 times or more,7 to 10 times,4 to 6 times,4 to 6 times,1 to 3 glasses,7 days (everyday),1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
283,3.5,11 times or more,11 times or more,7 to 10 times,0 times (not at all),11 times or more,1 to 3 glasses,7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
284,3.8,11 times or more,11 times or more,7 to 10 times,0 times (not at all),4 to 6 times,0 glasses (not at all),3 days,0 times (not at all),4 to 6 times,0 times (not at all),0 times (not at all),4 to 6 times,valid
285,3.7,11 times or more,11 times or more,4 to 6 times,0 times (not at all),4 to 6 times,0 glasses (not at all),7 days (everyday),1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
286,3.47,11 times or more,11 times or more,11 times or more,0 times (not at all),11 times or more,0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
287,3,11 times or more,11 times or more,11 times or more,0 times (not at all),11 times or more,0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
288,3.4,11 times or more,11 times or more,4 to 6 times,0 times (not at all),11 times or more,1 to 3 glasses,6 days,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
289,3.5,11 times or more,11 times or more,7 to 10 times,0 times (not at all),1 to 3 times,0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
290,2.48,11 times or more,11 times or more,11 times or more,4 to 6 times,4 to 6 times,0 glasses (not at all),2 days,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
291,2.8,11 times or more,11 times or more,1 to 3 times,0 times (not at all),4 to 6 times,0 glasses (not at all),2 days,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
292,3.46,11 times or more,11 times or more,0 times (not at all),0 times (not at all),1 to 3 times,0 glasses (not at all),7 days (everyday),4 to 6 times,0 times (not at all),0 times (not at all),1 to 3 times,0 times (not at all),valid
293,2.8,11 times or more,11 times or more,4 to 6 times,0 times (not at all),1 to 3 times,0 glasses (not at all),5 days,4 to 6 times,4 to 6 times,0 times (not at all),0 times (not at all),1 to 3 times,valid
294,3.78,11 times or more,11 times or more,11 times or more,0 times (not at all),11 times or more,0 glasses (not at all),7 days (everyday),4 to 6 times,1 to 3 times,1 to 3 times,0 times (not at all),0 times (not at all),valid
295,3.75,11 times or more,11 times or more,11 times or more,4 to 6 times,4 to 6 times,1 to 3 glasses,7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,0 times (not at all),valid
296,4,11 times or more,11 times or more,1 to 3 times,7 to 10 times,7 to 10 times,11 glasses or more,2 days,4 to 6 times,4 to 6 times,4 to 6 times,4 to 6 times,1 to 3 times,valid
297,3.23,11 times or more,11 times or more,1 to 3 times,1 to 3 times,7 to 10 times,1 to 3 glasses,7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
298,3.67,11 times or more,11 times or more,4 to 6 times,0 times (not at all),7 to 10 times,0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,1 to 3 times,valid
299,3.7,11 times or more,11 times or more,4 to 6 times,1 to 3 times,1 to 3 times,1 to 3 glasses,7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,4 to 6 times,valid
300,3.3,11 times or more,11 times or more,4 to 6 times,0 times (not at all),11 times or more,1 to 3 glasses,1 day,1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
301,4,11 times or more,11 times or more,7 to 10 times,4 to 6 times,1 to 3 times,7 to 10 glasses,7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
302,3.5,11 times or more,11 times or more,11 times or more,0 times (not at all),7 to 10 times,0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
303,3.56,11 times or more,11 times or more,7 to 10 times,1 to 3 times,0 times (not at all),1 to 3 glasses,7 days (everyday),0 times (not at all),0 times (not at all),4 to 6 times,4 to 6 times,0 times (not at all),valid
304,2.68,11 times or more,11 times or more,7 to 10 times,1 to 3 times,4 to 6 times,0 glasses (not at all),2 days,1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),4 to 6 times,valid
305,3.75,4 to 6 times,4 to 6 times,7 to 10 times,4 to 6 times,1 to 3 times,4 to 6 glasses,7 days (everyday),1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
306,3.2,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,1 to 3 times,0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
307,4,4 to 6 times,4 to 6 times,4 to 6 times,0 times (not at all),4 to 6 times,1 to 3 glasses,7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
308,3.47,4 to 6 times,4 to 6 times,4 to 6 times,1 to 3 times,4 to 6 times,0 glasses (not at all),3 days,1 to 3 times,0 times (not at all),0 times (not at all),1 to 3 times,1 to 3 times,valid
309,3.6,4 to 6 times,4 to 6 times,4 to 6 times,7 to 10 times,1 to 3 times,0 glasses (not at all),7 days (everyday),1 to 3 times,0 times (not at all),0 times (not at all),1 to 3 times,0 times (not at all),valid
310,2.7,4 to 6 times,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,4 to 6 glasses,1 day,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
311,4,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),1 to 3 times,0 glasses (not at all),5 days,4 to 6 times,4 to 6 times,0 times (not at all),1 to 3 times,1 to 3 times,valid
312,3.45,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,7 to 10 times,1 to 3 glasses,7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
313,4,4 to 6 times,4 to 6 times,4 to 6 times,7 to 10 times,4 to 6 times,0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
314,3.8,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),1 to 3 times,0 glasses (not at all),7 days (everyday),11 times or more,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
315,2.3,4 to 6 times,4 to 6 times,7 to 10 times,1 to 3 times,0 times (not at all),0 glasses (not at all),6 days,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,4 to 6 times,valid
316,2.5,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),1 to 3 times,0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
317,1.65,4 to 6 times,4 to 6 times,7 to 10 times,1 to 3 times,1 to 3 times,1 to 3 glasses,3 days,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),7 to 10 times,valid
318,3.6,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),1 to 3 times,1 to 3 glasses,1 day,4 to 6 times,0 times (not at all),0 times (not at all),1 to 3 times,1 to 3 times,valid
319,3.7,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),0 times (not at all),0 glasses (not at all),6 days,4 to 6 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
320,3.4,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,4 to 6 times,0 glasses (not at all),0 days (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
321,3.7,4 to 6 times,4 to 6 times,1 to 3 times,4 to 6 times,1 to 3 times,0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,0 times (not at all),valid
322,3.6,4 to 6 times,4 to 6 times,7 to 10 times,0 times (not at all),1 to 3 times,0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),11 times or more,valid
323,3,4 to 6 times,4 to 6 times,4 to 6 times,0 times (not at all),1 to 3 times,1 to 3 glasses,4 days,0 times (not at all),0 times (not at all),0 times (not at all),4 to 6 times,4 to 6 times,valid
324,3.2,4 to 6 times,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),0 glasses (not at all),7 days (everyday),1 to 3 times,1 to 3 times,0 times (not at all),4 to 6 times,1 to 3 times,valid
325,3.8,4 to 6 times,4 to 6 times,7 to 10 times,1 to 3 times,4 to 6 times,0 glasses (not at all),3 days,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,1 to 3 times,valid
326,4,4 to 6 times,4 to 6 times,7 to 10 times,1 to 3 times,1 to 3 times,0 glasses (not at all),6 days,1 to 3 times,0 times (not at all),0 times (not at all),1 to 3 times,1 to 3 times,valid
327,2.5,4 to 6 times,4 to 6 times,0 times (not at all),1 to 3 times,1 to 3 times,0 glasses (not at all),3 days,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,1 to 3 times,valid
328,4,4 to 6 times,4 to 6 times,4 to 6 times,4 to 6 times,0 times (not at all),7 to 10 glasses,4 days,1 to 3 times,0 times (not at all),0 times (not at all),4 to 6 times,0 times (not at all),valid
329,3.56,4 to 6 times,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,0 glasses (not at all),4 days,0 times (not at all),0 times (not at all),0 times (not at all),7 to 10 times,0 times (not at all),valid
330,4,4 to 6 times,4 to 6 times,4 to 6 times,0 times (not at all),0 times (not at all),1 to 3 glasses,5 days,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,1 to 3 times,valid
331,4,4 to 6 times,4 to 6 times,7 to 10 times,0 times (not at all),0 times (not at all),0 glasses (not at all),0 days (not at all),7 to 10 times,7 to 10 times,0 times (not at all),1 to 3 times,1 to 3 times,valid
332,3.5,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,0 times (not at all),0 glasses (not at all),2 days,1 to 3 times,1 to 3 times,0 times (not at all),1 to 3 times,1 to 3 times,valid
333,3,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),0 times (not at all),0 glasses (not at all),7 days (everyday),7 to 10 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
334,4,4 to 6 times,4 to 6 times,7 to 10 times,0 times (not at all),1 to 3 times,0 glasses (not at all),5 days,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
335,3.75,4 to 6 times,4 to 6 times,4 to 6 times,0 times (not at all),4 to 6 times,0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
336,3,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,1 to 3 times,0 glasses (not at all),2 days,1 to 3 times,1 to 3 times,1 to 3 times,1 to 3 times,4 to 6 times,valid
337,3.01,4 to 6 times,4 to 6 times,7 to 10 times,4 to 6 times,1 to 3 times,0 glasses (not at all),2 days,1 to 3 times,0 times (not at all),0 times (not at all),1 to 3 times,1 to 3 times,valid
338,3.3,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),0 times (not at all),0 glasses (not at all),2 days,1 to 3 times,7 to 10 times,0 times (not at all),0 times (not at all),1 to 3 times,valid
339,3.5,4 to 6 times,4 to 6 times,7 to 10 times,4 to 6 times,1 to 3 times,1 to 3 glasses,4 days,1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
340,3.8,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),1 to 3 times,0 glasses (not at all),5 days,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),4 to 6 times,valid
341,3.6,4 to 6 times,4 to 6 times,4 to 6 times,4 to 6 times,4 to 6 times,0 glasses (not at all),1 day,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,0 times (not at all),valid
342,4,4 to 6 times,4 to 6 times,7 to 10 times,1 to 3 times,1 to 3 times,0 glasses (not at all),1 day,1 to 3 times,0 times (not at all),4 to 6 times,0 times (not at all),1 to 3 times,valid
343,3.8,4 to 6 times,4 to 6 times,1 to 3 times,4 to 6 times,1 to 3 times,0 glasses (not at all),2 days,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,1 to 3 times,valid
344,3.4,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),1 to 3 times,0 glasses (not at all),2 days,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
345,3.67,4 to 6 times,4 to 6 times,7 to 10 times,1 to 3 times,1 to 3 times,0 glasses (not at all),2 days,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,4 to 6 times,valid
346,3.5,4 to 6 times,4 to 6 times,4 to 6 times,0 times (not at all),1 to 3 times,1 to 3 glasses,7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
347,4,4 to 6 times,4 to 6 times,4 to 6 times,4 to 6 times,1 to 3 times,4 to 6 glasses,7 days (everyday),1 to 3 times,0 times (not at all),1 to 3 times,4 to 6 times,1 to 3 times,valid
348,3.5,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),0 times (not at all),1 to 3 glasses,3 days,1 to 3 times,1 to 3 times,0 times (not at all),1 to 3 times,1 to 3 times,valid
349,4,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,0 times (not at all),1 to 3 glasses,0 days (not at all),1 to 3 times,1 to 3 times,0 times (not at all),0 times (not at all),4 to 6 times,valid
350,4,4 to 6 times,4 to 6 times,4 to 6 times,0 times (not at all),1 to 3 times,0 glasses (not at all),1 day,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),4 to 6 times,valid
351,4,4 to 6 times,4 to 6 times,7 to 10 times,0 times (not at all),0 times (not at all),0 glasses (not at all),2 days,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
352,4,4 to 6 times,4 to 6 times,7 to 10 times,0 times (not at all),1 to 3 times,0 glasses (not at all),6 days,0 times (not at all),0 times (not at all),0 times (not at all),4 to 6 times,4 to 6 times,valid
353,3.927,4 to 6 times,4 to 6 times,11 times or more,0 times (not at all),1 to 3 times,0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
354,3.4,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,4 to 6 times,4 to 6 glasses,5 days,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,1 to 3 times,valid
355,3.64,4 to 6 times,4 to 6 times,0 times (not at all),0 times (not at all),4 to 6 times,0 glasses (not at all),3 days,0 times (not at all),7 to 10 times,0 times (not at all),0 times (not at all),1 to 3 times,valid
356,2.5,4 to 6 times,4 to 6 times,11 times or more,1 to 3 times,1 to 3 times,0 glasses (not at all),4 days,4 to 6 times,0 times (not at all),0 times (not at all),1 to 3 times,1 to 3 times,valid
357,3,4 to 6 times,4 to 6 times,7 to 10 times,1 to 3 times,1 to 3 times,1 to 3 glasses,7 days (everyday),0 times (not at all),0 times (not at all),1 to 3 times,0 times (not at all),0 times (not at all),valid
358,2.9,4 to 6 times,4 to 6 times,4 to 6 times,0 times (not at all),1 to 3 times,0 glasses (not at all),3 days,1 to 3 times,0 times (not at all),0 times (not at all),1 to 3 times,1 to 3 times,valid
359,3.7,4 to 6 times,4 to 6 times,4 to 6 times,0 times (not at all),1 to 3 times,4 to 6 glasses,7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,0 times (not at all),valid
360,2.9,4 to 6 times,4 to 6 times,4 to 6 times,1 to 3 times,4 to 6 times,0 glasses (not at all),4 days,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
361,3.2,4 to 6 times,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,1 to 3 glasses,7 days (everyday),1 to 3 times,1 to 3 times,0 times (not at all),0 times (not at all),1 to 3 times,valid
362,3.64,4 to 6 times,4 to 6 times,4 to 6 times,4 to 6 times,1 to 3 times,0 glasses (not at all),3 days,7 to 10 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
363,3.2,4 to 6 times,4 to 6 times,7 to 10 times,0 times (not at all),1 to 3 times,1 to 3 glasses,5 days,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
364,3.4,4 to 6 times,4 to 6 times,7 to 10 times,1 to 3 times,7 to 10 times,0 glasses (not at all),2 days,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
365,3.83,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),0 times (not at all),1 to 3 glasses,2 days,0 times (not at all),0 times (not at all),1 to 3 times,1 to 3 times,1 to 3 times,valid
366,2.9,4 to 6 times,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,1 to 3 glasses,6 days,1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
367,3.5,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,0 times (not at all),0 glasses (not at all),7 days (everyday),0 times (not at all),1 to 3 times,0 times (not at all),0 times (not at all),1 to 3 times,valid
368,3.6,4 to 6 times,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),0 glasses (not at all),6 days,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,0 times (not at all),valid
369,2.5,4 to 6 times,4 to 6 times,4 to 6 times,0 times (not at all),1 to 3 times,0 glasses (not at all),4 days,0 times (not at all),0 times (not at all),1 to 3 times,0 times (not at all),1 to 3 times,valid
370,3.75,4 to 6 times,4 to 6 times,4 to 6 times,0 times (not at all),1 to 3 times,0 glasses (not at all),4 days,0 times (not at all),0 times (not at all),1 to 3 times,0 times (not at all),1 to 3 times,valid
371,3.6,4 to 6 times,4 to 6 times,4 to 6 times,0 times (not at all),0 times (not at all),1 to 3 glasses,7 days (everyday),1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),4 to 6 times,valid
372,3.95,4 to 6 times,4 to 6 times,7 to 10 times,1 to 3 times,4 to 6 times,4 to 6 glasses,6 days,1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
373,3.75,4 to 6 times,4 to 6 times,4 to 6 times,1 to 3 times,4 to 6 times,0 glasses (not at all),5 days,0 times (not at all),0 times (not at all),0 times (not at all),7 to 10 times,1 to 3 times,valid
374,3.53,4 to 6 times,4 to 6 times,1 to 3 times,4 to 6 times,1 to 3 times,1 to 3 glasses,7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
375,3.8,4 to 6 times,4 to 6 times,7 to 10 times,1 to 3 times,0 times (not at all),1 to 3 glasses,6 days,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,0 times (not at all),valid
376,3.78,4 to 6 times,4 to 6 times,4 to 6 times,0 times (not at all),4 to 6 times,0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
377,3.5,4 to 6 times,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),0 glasses (not at all),6 days,0 times (not at all),0 times (not at all),1 to 3 times,0 times (not at all),1 to 3 times,valid
378,3.85,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,0 times (not at all),0 glasses (not at all),0 days (not at all),1 to 3 times,0 times (not at all),0 times (not at all),1 to 3 times,1 to 3 times,valid
379,3.45,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,0 times (not at all),1 to 3 glasses,4 days,0 times (not at all),0 times (not at all),0 times (not at all),4 to 6 times,1 to 3 times,valid
380,3,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,1 to 3 times,1 to 3 glasses,7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),4 to 6 times,0 times (not at all),valid
381,2.9,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,4 to 6 times,0 glasses (not at all),4 days,4 to 6 times,0 times (not at all),0 times (not at all),1 to 3 times,4 to 6 times,valid
382,3.6,4 to 6 times,4 to 6 times,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 glasses,7 days (everyday),1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
383,3.4,4 to 6 times,4 to 6 times,0 times (not at all),0 times (not at all),1 to 3 times,0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
384,3.6,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,0 times (not at all),0 glasses (not at all),0 days (not at all),1 to 3 times,0 times (not at all),0 times (not at all),1 to 3 times,1 to 3 times,valid
385,3.56,4 to 6 times,4 to 6 times,4 to 6 times,0 times (not at all),1 to 3 times,0 glasses (not at all),7 days (everyday),1 to 3 times,0 times (not at all),1 to 3 times,0 times (not at all),4 to 6 times,valid
386,3.7,4 to 6 times,4 to 6 times,4 to 6 times,4 to 6 times,1 to 3 times,4 to 6 glasses,0 days (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,1 to 3 times,valid
387,2.974,4 to 6 times,4 to 6 times,7 to 10 times,0 times (not at all),0 times (not at all),0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
388,3.1,4 to 6 times,4 to 6 times,4 to 6 times,0 times (not at all),1 to 3 times,0 glasses (not at all),4 days,1 to 3 times,1 to 3 times,0 times (not at all),1 to 3 times,7 to 10 times,valid
389,3.8,4 to 6 times,4 to 6 times,11 times or more,1 to 3 times,4 to 6 times,1 to 3 glasses,5 days,11 times or more,4 to 6 times,1 to 3 times,0 times (not at all),0 times (not at all),valid
390,3.33,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),0 times (not at all),0 glasses (not at all),0 days (not at all),1 to 3 times,0 times (not at all),0 times (not at all),1 to 3 times,0 times (not at all),valid
391,2.75,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,0 times (not at all),0 glasses (not at all),2 days,4 to 6 times,0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
392,3.01,4 to 6 times,4 to 6 times,4 to 6 times,7 to 10 times,1 to 3 times,1 to 3 glasses,2 days,0 times (not at all),0 times (not at all),1 to 3 times,0 times (not at all),1 to 3 times,valid
393,3.5,4 to 6 times,4 to 6 times,7 to 10 times,0 times (not at all),1 to 3 times,1 to 3 glasses,7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
394,3.44,4 to 6 times,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),0 glasses (not at all),4 days,7 to 10 times,0 times (not at all),0 times (not at all),0 times (not at all),4 to 6 times,valid
395,2.5,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,0 times (not at all),0 glasses (not at all),7 days (everyday),1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
396,3.1,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),0 times (not at all),0 glasses (not at all),7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,1 to 3 times,valid
397,3.26,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),1 to 3 times,0 glasses (not at all),6 days,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),4 to 6 times,valid
398,3.5,4 to 6 times,4 to 6 times,4 to 6 times,1 to 3 times,1 to 3 times,1 to 3 glasses,7 days (everyday),0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),1 to 3 times,valid
399,3.7,4 to 6 times,4 to 6 times,4 to 6 times,4 to 6 times,0 times (not at all),0 glasses (not at all),5 days,1 to 3 times,0 times (not at all),0 times (not at all),0 times (not at all),0 times (not at all),valid
400,3.94,4 to 6 times,4 to 6 times,1 to 3 times,0 times (not at all),0 times (not at all),0 glasses (not at all),5 days,1 to 3 times,0 times (not at all),0 times (not at all),7 to 10 times,1 to 3 times,valid
401,3.4,4 to 6 times,4 to 6 times,4 to 6 times,1 to 3 times,4 to 6 times,0 glasses (not at all),7 days (everyday),1 to 3 times,0 times (not at all),0 times (not at all),1 to 3 times,1 to 3 times,valid
